text,score
"अपराधी,अपराधक,अपराध_कर्ता,क़सूरवार,कसूरवार,क़ुसूरवार,कुसूरवार,गुनहगार,दोषी,मुजरिम,गुनाहगार",-1
दंडनीय,-1
प्रेरक,0
"शैक्षिक,शिक्षात्मक,ज्ञानात्मक",1
"सहन,बर्दाश्त,बरदाश्त",0
"उपभोग,सेवन,भोग,अनुभोग",1
"मातम,मृत्यु_शोक",0
"संतुष्टीकरण,अनुतोषण,सन्तुष्टीकरण",1
"रोकथाम,रोक-थाम,निवारण,उपशमन",0
"पाबंदी,पाबन्दी",-1
"प्रत्याशी,उम्मीदवार,उम्मेदवार",0
"अंतर्गत,अन्तर्गत,शामिल,सम्मिलित,अंदर,अन्दर,शरीक",0
संकल्पित,0
"राशनिंग,रैशनिंग,अनुभाजन",0
"दान,ख़ैरात,खैरात,अपवर्ग",1
"भिक्षा,भीख,अर्थना",0
"व्यापार,रोज़गार,रोजगार,व्यवसाय,बनिज,तिज़ारत,तिजारत,सौदागरी,विपणन,वणिक_कर्म,वाणिज्य,पण",0
"वित्त_व्यवस्था,अर्थ_व्यवस्था,अर्थव्यवस्था,आर्थिक_प्रबंध,अर्थ-व्यवस्था",-1
"पनिया,जलीय,पनिहा,पनियाँ,पनीयल",0
"रोचक,चटपटा,मजेदार,मज़ेदार,रंगीन",1
"समुद्री,समुद्रीय,दरियाई,सागरी,सागरीय,सामुद्रिक,सैंधव,सैन्धव,सिंधव,सिन्धव",0
"उभयचर,जल-स्थलचर",0
"बलवर्धक,बलवर्द्धक,शक्तिवर्द्धक,शक्तिवर्धक,पुष्ट",1
"जीवनदायी,मृत्युमारक,संजीवनी,सञ्जीवनी,अमृत्युकारी",1
"निर्गम,निर्गमन",0
"फेर-बदल,फेरबदल,फेर-फार,फेरफार,परिवर्तन,रद्दोबदल,अदल-बदल,अदलबदल,अदली-बदली,अदलीबदली,अपवर्तन",0
"थोक,होलसेल",0
"उपरोक्त,उपर्युक्त,उल्लिखित,उपरिलिखित,पूर्वोक्त,ऊपर_लिखा",0
"दुख,दुःख,तक़लीफ़,तकलीफ,कष्ट,क्लेश,परेशानी,कोफ़्त,कोफ्त,अघ,अनिर्वृत्ति",-1
"व्यथित,दुःखी,दुखी,आर्त,रंजीदा,अनुतपत,दिलगीर",-1
"आनंदपूर्ण,आनंदमय,उल्लासपूर्ण,सानंद",1
"प्रसन्न,ख़ुश,खुश,आनंदित,पुलकित,हर्षित,विह्वल,आमुदित,आह्लादित,मुदित,प्रमुदित,प्रफुल्ल,परितुष्ट,आनन्दित,प्रफुल्लित,प्रफुलित,उल्लसित,उल्लासित,उल्लासी,आनंदी,आनन्दी,अनंदी,अनन्दी,विनोदित,मुलकित",1
"रसदार,रसपूर्ण,रसीला,सरस,रसवंत,रसवान,रसाल",0
"रसहीन,नीरस,बेरस",0
"विक्रय,बिक्री,बेचना",0
"सोफासाजी,सोफ़ासाज़ी",0
फिरौती,0
उपनिवेश,0
अधिनियमन,0
खिंचाई,0
"सौम्य,सुशील,सुजान,सुस्वभावी,अभिविनीत",0
"दयालु,कृपालु,दयावान,दयावान्,दयावंत,दयाशील,सहृदय,सहृदयी,मेहरबान,कारूणिक,करुणामय,करुणायुक्त,करुणावान,नवाज़,नवाज,महर,करुण,उदात्त,अक्रूर,अनुकंपक,अनुकम्पक,अनुग्राहक,अनुग्राही,अनृशंस,दयार्द्र",1
"अज्ञेय,अगम्य,ज्ञानातीत,बोधातीत,अगम,आगम,अमेय",-1
"ज्ञात,विदित,अवगत,मालूम,विज्ञात,संज्ञात,अवबुद्ध,परिचित,वाकिफ,वाक़िफ़,अधिगत,अगूढ़",1
"तथ्यपूर्ण,तथ्यात्मक,तथ्यपरक,प्रामाणिक,सारपूर्ण",1
"सुप्रसिद्ध,सुविख्यात,सुख्यात,अभिविख्यात,अभिविश्रुत",1
"अध्यारोपित,मिथ्यारोपित",0
अनबूझ,-1
"अविचारित,अचिंतित,अचिन्तित,अचीता,अनचीत,अनचीता,अनबूझ,अनूह",-1
"थल,स्थल,ज़मीन,जमीन,भूमि,सरज़मीं,सरजमीं",0
"अपतटीय,अपतट",0
हवाई,0
बड़ा,0
"परिवर्धित,परिवर्द्धित",0
"अभूतपूर्व,अपूर्व",1
वस्तुनिष्ठ,0
"न्याय,इंसाफ,इन्साफ,इंसाफ़,इन्साफ़,फैसला,फ़ैसला,इनसाफ,इनसाफ़,निर्णय,अधिमत,अभिनिर्णय",1
"अधिकारपत्र,अधिकार-पत्र",0
